ЭКСПОРТ ДАННЫХ ГОЛОСОВАНИЯ
Дата экспорта: 07.10.2025 23:08:12

ПОЛЬЗОВАТЕЛИ
ID,ФИО,Курс,Проголосовал,Время голоса,Дата регистрации
Тестовый Пользователь 651,2,1000651,3,2025-10-07 20:08:11
Тестовый Пользователь 652,3,1000652,2,2025-10-07 20:08:11
Тестовый Пользователь 653,5,1000653,3,2025-10-07 20:08:11
Тестовый Пользователь 654,3,1000654,2,2025-10-07 20:08:11
Тестовый Пользователь 655,1,1000655,1,2025-10-07 20:08:11
Тестовый Пользователь 656,1,1000656,4,2025-10-07 20:08:11
Тестовый Пользователь 657,5,1000657,1,2025-10-07 20:08:11
Тестовый Пользователь 658,4,1000658,2,2025-10-07 20:08:11
Тестовый Пользователь 659,2,1000659,2,2025-10-07 20:08:11
Тестовый Пользователь 660,4,1000660,4,2025-10-07 20:08:11
Тестовый Пользователь 661,2,1000661,4,2025-10-07 20:08:11
Тестовый Пользователь 662,5,1000662,2,2025-10-07 20:08:11
Тестовый Пользователь 663,4,1000663,3,2025-10-07 20:08:11
Тестовый Пользователь 664,3,1000664,2,2025-10-07 20:08:11
Тестовый Пользователь 665,5,1000665,3,2025-10-07 20:08:11
Тестовый Пользователь 666,4,1000666,1,2025-10-07 20:08:11
Тестовый Пользователь 667,2,1000667,2,2025-10-07 20:08:11
Тестовый Пользователь 668,3,1000668,2,2025-10-07 20:08:11
Тестовый Пользователь 669,4,1000669,1,2025-10-07 20:08:11
Тестовый Пользователь 670,2,1000670,2,2025-10-07 20:08:11
Тестовый Пользователь 671,5,1000671,4,2025-10-07 20:08:11
Тестовый Пользователь 672,2,1000672,3,2025-10-07 20:08:11
Тестовый Пользователь 673,5,1000673,2,2025-10-07 20:08:11
Тестовый Пользователь 674,1,1000674,1,2025-10-07 20:08:11
Тестовый Пользователь 675,5,1000675,1,2025-10-07 20:08:11
Тестовый Пользователь 676,5,1000676,2,2025-10-07 20:08:11
Тестовый Пользователь 677,3,1000677,3,2025-10-07 20:08:11
Тестовый Пользователь 678,5,1000678,4,2025-10-07 20:08:11
Тестовый Пользователь 679,2,1000679,1,2025-10-07 20:08:11
Тестовый Пользователь 680,4,1000680,3,2025-10-07 20:08:11
Тестовый Пользователь 681,4,1000681,4,2025-10-07 20:08:11
Тестовый Пользователь 682,3,1000682,3,2025-10-07 20:08:11
Тестовый Пользователь 683,3,1000683,3,2025-10-07 20:08:11
Тестовый Пользователь 684,5,1000684,2,2025-10-07 20:08:11
Тестовый Пользователь 685,1,1000685,4,2025-10-07 20:08:11
Тестовый Пользователь 686,5,1000686,2,2025-10-07 20:08:11
Тестовый Пользователь 687,2,1000687,1,2025-10-07 20:08:11
Тестовый Пользователь 688,1,1000688,3,2025-10-07 20:08:11
Тестовый Пользователь 689,2,1000689,4,2025-10-07 20:08:11
Тестовый Пользователь 690,2,1000690,3,2025-10-07 20:08:11
Тестовый Пользователь 691,5,1000691,2,2025-10-07 20:08:11
Тестовый Пользователь 692,1,1000692,4,2025-10-07 20:08:11
Тестовый Пользователь 693,2,1000693,2,2025-10-07 20:08:11
Тестовый Пользователь 694,4,1000694,4,2025-10-07 20:08:11
Тестовый Пользователь 695,4,1000695,3,2025-10-07 20:08:11
Тестовый Пользователь 696,2,1000696,2,2025-10-07 20:08:11
Тестовый Пользователь 697,5,1000697,1,2025-10-07 20:08:11
Тестовый Пользователь 698,3,1000698,4,2025-10-07 20:08:11
Тестовый Пользователь 699,1,1000699,4,2025-10-07 20:08:11
Тестовый Пользователь 700,4,1000700,1,2025-10-07 20:08:11
Тестовый Пользователь 701,3,1000701,2,2025-10-07 20:08:11
Тестовый Пользователь 702,3,1000702,1,2025-10-07 20:08:11
Тестовый Пользователь 703,3,1000703,3,2025-10-07 20:08:11
Тестовый Пользователь 704,5,1000704,1,2025-10-07 20:08:11
Тестовый Пользователь 705,5,1000705,2,2025-10-07 20:08:11
Тестовый Пользователь 706,4,1000706,4,2025-10-07 20:08:11
Тестовый Пользователь 707,4,1000707,2,2025-10-07 20:08:11
Тестовый Пользователь 708,2,1000708,4,2025-10-07 20:08:11
Тестовый Пользователь 709,4,1000709,3,2025-10-07 20:08:11
Тестовый Пользователь 710,4,1000710,4,2025-10-07 20:08:11
Тестовый Пользователь 711,4,1000711,4,2025-10-07 20:08:11
Тестовый Пользователь 712,5,1000712,2,2025-10-07 20:08:11
Тестовый Пользователь 713,4,1000713,4,2025-10-07 20:08:11
Тестовый Пользователь 714,4,1000714,2,2025-10-07 20:08:11
Тестовый Пользователь 715,4,1000715,2,2025-10-07 20:08:11
Тестовый Пользователь 716,4,1000716,2,2025-10-07 20:08:11
Тестовый Пользователь 717,3,1000717,2,2025-10-07 20:08:11
Тестовый Пользователь 718,5,1000718,1,2025-10-07 20:08:11
Тестовый Пользователь 719,5,1000719,2,2025-10-07 20:08:11
Тестовый Пользователь 720,4,1000720,2,2025-10-07 20:08:11
Тестовый Пользователь 721,1,1000721,2,2025-10-07 20:08:11
Тестовый Пользователь 722,4,1000722,1,2025-10-07 20:08:11
Тестовый Пользователь 723,4,1000723,4,2025-10-07 20:08:11
Тестовый Пользователь 724,5,1000724,2,2025-10-07 20:08:11
Тестовый Пользователь 725,3,1000725,2,2025-10-07 20:08:11
Тестовый Пользователь 726,5,1000726,4,2025-10-07 20:08:11
Тестовый Пользователь 727,5,1000727,2,2025-10-07 20:08:11
Тестовый Пользователь 728,2,1000728,2,2025-10-07 20:08:11
Тестовый Пользователь 729,1,1000729,2,2025-10-07 20:08:11
Тестовый Пользователь 730,3,1000730,3,2025-10-07 20:08:11
Тестовый Пользователь 731,5,1000731,1,2025-10-07 20:08:11
Тестовый Пользователь 732,1,1000732,4,2025-10-07 20:08:11
Тестовый Пользователь 733,4,1000733,2,2025-10-07 20:08:11
Тестовый Пользователь 734,4,1000734,2,2025-10-07 20:08:11
Тестовый Пользователь 735,1,1000735,1,2025-10-07 20:08:11
Тестовый Пользователь 736,4,1000736,1,2025-10-07 20:08:11
Тестовый Пользователь 737,2,1000737,3,2025-10-07 20:08:11
Тестовый Пользователь 738,2,1000738,4,2025-10-07 20:08:11
Тестовый Пользователь 739,4,1000739,2,2025-10-07 20:08:11
Тестовый Пользователь 740,5,1000740,1,2025-10-07 20:08:11
Тестовый Пользователь 741,5,1000741,3,2025-10-07 20:08:11
Тестовый Пользователь 742,3,1000742,1,2025-10-07 20:08:11
Тестовый Пользователь 743,4,1000743,2,2025-10-07 20:08:11
Тестовый Пользователь 744,2,1000744,2,2025-10-07 20:08:11
Тестовый Пользователь 745,2,1000745,3,2025-10-07 20:08:11
Тестовый Пользователь 746,3,1000746,4,2025-10-07 20:08:11
Тестовый Пользователь 747,4,1000747,2,2025-10-07 20:08:11
Тестовый Пользователь 748,3,1000748,3,2025-10-07 20:08:11
Тестовый Пользователь 749,3,1000749,3,2025-10-07 20:08:11
Тестовый Пользователь 750,4,1000750,2,2025-10-07 20:08:11
Тестовый Пользователь 751,1,1000751,3,2025-10-07 20:08:11
Тестовый Пользователь 752,5,1000752,1,2025-10-07 20:08:11
Тестовый Пользователь 753,3,1000753,4,2025-10-07 20:08:11
Тестовый Пользователь 754,5,1000754,3,2025-10-07 20:08:11
Тестовый Пользователь 755,2,1000755,1,2025-10-07 20:08:11
Тестовый Пользователь 756,1,1000756,3,2025-10-07 20:08:11
Тестовый Пользователь 757,3,1000757,3,2025-10-07 20:08:11
Тестовый Пользователь 758,4,1000758,1,2025-10-07 20:08:11
Тестовый Пользователь 759,1,1000759,3,2025-10-07 20:08:11
Тестовый Пользователь 760,2,1000760,4,2025-10-07 20:08:11
Тестовый Пользователь 761,5,1000761,2,2025-10-07 20:08:11
Тестовый Пользователь 762,3,1000762,3,2025-10-07 20:08:11
Тестовый Пользователь 763,3,1000763,2,2025-10-07 20:08:11
Тестовый Пользователь 764,2,1000764,4,2025-10-07 20:08:11
Тестовый Пользователь 765,2,1000765,4,2025-10-07 20:08:11
Тестовый Пользователь 766,4,1000766,4,2025-10-07 20:08:11
Тестовый Пользователь 767,1,1000767,1,2025-10-07 20:08:11
Тестовый Пользователь 768,2,1000768,2,2025-10-07 20:08:11
Тестовый Пользователь 769,1,1000769,3,2025-10-07 20:08:11
Тестовый Пользователь 770,2,1000770,3,2025-10-07 20:08:11
Тестовый Пользователь 771,4,1000771,2,2025-10-07 20:08:11
Тестовый Пользователь 772,1,1000772,2,2025-10-07 20:08:11
Тестовый Пользователь 773,2,1000773,3,2025-10-07 20:08:11
Тестовый Пользователь 774,5,1000774,2,2025-10-07 20:08:11
Тестовый Пользователь 775,1,1000775,4,2025-10-07 20:08:11
Тестовый Пользователь 776,5,1000776,3,2025-10-07 20:08:11
Тестовый Пользователь 777,2,1000777,2,2025-10-07 20:08:11
Тестовый Пользователь 778,2,1000778,1,2025-10-07 20:08:11
Тестовый Пользователь 779,4,1000779,2,2025-10-07 20:08:11
Тестовый Пользователь 780,2,1000780,1,2025-10-07 20:08:11
Тестовый Пользователь 781,1,1000781,3,2025-10-07 20:08:11
Тестовый Пользователь 782,3,1000782,2,2025-10-07 20:08:11
Тестовый Пользователь 783,3,1000783,1,2025-10-07 20:08:11
Тестовый Пользователь 784,3,1000784,3,2025-10-07 20:08:11
Тестовый Пользователь 785,1,1000785,3,2025-10-07 20:08:11
Тестовый Пользователь 786,3,1000786,1,2025-10-07 20:08:11
Тестовый Пользователь 787,1,1000787,3,2025-10-07 20:08:11
Тестовый Пользователь 788,2,1000788,2,2025-10-07 20:08:11
Тестовый Пользователь 789,1,1000789,3,2025-10-07 20:08:11
Тестовый Пользователь 790,3,1000790,4,2025-10-07 20:08:11
Тестовый Пользователь 791,1,1000791,1,2025-10-07 20:08:11
Тестовый Пользователь 792,2,1000792,4,2025-10-07 20:08:11
Тестовый Пользователь 793,2,1000793,2,2025-10-07 20:08:11
Тестовый Пользователь 794,2,1000794,2,2025-10-07 20:08:11
Тестовый Пользователь 795,5,1000795,4,2025-10-07 20:08:11
Тестовый Пользователь 796,2,1000796,1,2025-10-07 20:08:11
Тестовый Пользователь 797,2,1000797,2,2025-10-07 20:08:11
Тестовый Пользователь 798,5,1000798,2,2025-10-07 20:08:11
Тестовый Пользователь 799,4,1000799,4,2025-10-07 20:08:11
Тестовый Пользователь 800,2,1000800,2,2025-10-07 20:08:11
Тестовый Пользователь 801,2,1000801,3,2025-10-07 20:08:11
Тестовый Пользователь 802,4,1000802,4,2025-10-07 20:08:11
Тестовый Пользователь 803,2,1000803,4,2025-10-07 20:08:11
Тестовый Пользователь 804,1,1000804,4,2025-10-07 20:08:11
Тестовый Пользователь 805,4,1000805,4,2025-10-07 20:08:11
Тестовый Пользователь 806,3,1000806,1,2025-10-07 20:08:11
Тестовый Пользователь 807,3,1000807,2,2025-10-07 20:08:11
Тестовый Пользователь 808,3,1000808,4,2025-10-07 20:08:11
Тестовый Пользователь 809,5,1000809,1,2025-10-07 20:08:11
Тестовый Пользователь 810,2,1000810,2,2025-10-07 20:08:11
Тестовый Пользователь 811,2,1000811,1,2025-10-07 20:08:11
Тестовый Пользователь 812,2,1000812,4,2025-10-07 20:08:11
Тестовый Пользователь 813,2,1000813,2,2025-10-07 20:08:11
Тестовый Пользователь 814,2,1000814,2,2025-10-07 20:08:11
Тестовый Пользователь 815,1,1000815,1,2025-10-07 20:08:11
Тестовый Пользователь 816,1,1000816,3,2025-10-07 20:08:11
Тестовый Пользователь 817,4,1000817,3,2025-10-07 20:08:11
Тестовый Пользователь 818,5,1000818,4,2025-10-07 20:08:11
Тестовый Пользователь 819,5,1000819,1,2025-10-07 20:08:12
Тестовый Пользователь 820,1,1000820,3,2025-10-07 20:08:12
Тестовый Пользователь 821,2,1000821,1,2025-10-07 20:08:12
Тестовый Пользователь 822,2,1000822,1,2025-10-07 20:08:12
Тестовый Пользователь 823,1,1000823,2,2025-10-07 20:08:12
Тестовый Пользователь 824,2,1000824,2,2025-10-07 20:08:12
Тестовый Пользователь 825,5,1000825,1,2025-10-07 20:08:12
Тестовый Пользователь 826,5,1000826,1,2025-10-07 20:08:12
Тестовый Пользователь 827,1,1000827,2,2025-10-07 20:08:12
Тестовый Пользователь 828,2,1000828,1,2025-10-07 20:08:12
Тестовый Пользователь 829,1,1000829,1,2025-10-07 20:08:12
Тестовый Пользователь 830,5,1000830,4,2025-10-07 20:08:12
Тестовый Пользователь 831,4,1000831,2,2025-10-07 20:08:12
Тестовый Пользователь 832,5,1000832,4,2025-10-07 20:08:12
Тестовый Пользователь 833,1,1000833,1,2025-10-07 20:08:12
Тестовый Пользователь 834,2,1000834,3,2025-10-07 20:08:12
Тестовый Пользователь 835,5,1000835,2,2025-10-07 20:08:12
Тестовый Пользователь 836,4,1000836,1,2025-10-07 20:08:12
Тестовый Пользователь 837,4,1000837,1,2025-10-07 20:08:12
Тестовый Пользователь 838,3,1000838,3,2025-10-07 20:08:12
Тестовый Пользователь 839,3,1000839,3,2025-10-07 20:08:12
Тестовый Пользователь 840,3,1000840,2,2025-10-07 20:08:12
Тестовый Пользователь 841,3,1000841,3,2025-10-07 20:08:12
Тестовый Пользователь 842,3,1000842,3,2025-10-07 20:08:12
Тестовый Пользователь 843,1,1000843,3,2025-10-07 20:08:12
Тестовый Пользователь 844,2,1000844,2,2025-10-07 20:08:12
Тестовый Пользователь 845,2,1000845,4,2025-10-07 20:08:12
Тестовый Пользователь 846,1,1000846,2,2025-10-07 20:08:12
Тестовый Пользователь 847,4,1000847,1,2025-10-07 20:08:12
Тестовый Пользователь 848,5,1000848,3,2025-10-07 20:08:12
Тестовый Пользователь 849,1,1000849,4,2025-10-07 20:08:12
Тестовый Пользователь 850,4,1000850,2,2025-10-07 20:08:12
Тестовый Пользователь 851,4,1000851,4,2025-10-07 20:08:12
Тестовый Пользователь 852,5,1000852,1,2025-10-07 20:08:12
Тестовый Пользователь 853,4,1000853,1,2025-10-07 20:08:12
Тестовый Пользователь 854,3,1000854,1,2025-10-07 20:08:12
Тестовый Пользователь 855,1,1000855,2,2025-10-07 20:08:12
Тестовый Пользователь 856,2,1000856,1,2025-10-07 20:08:12
Тестовый Пользователь 857,1,1000857,1,2025-10-07 20:08:12
Тестовый Пользователь 858,2,1000858,1,2025-10-07 20:08:12
Тестовый Пользователь 859,1,1000859,2,2025-10-07 20:08:12
Тестовый Пользователь 860,3,1000860,3,2025-10-07 20:08:12
Тестовый Пользователь 861,5,1000861,2,2025-10-07 20:08:12
Тестовый Пользователь 862,1,1000862,3,2025-10-07 20:08:12
Тестовый Пользователь 863,1,1000863,2,2025-10-07 20:08:12
Тестовый Пользователь 864,3,1000864,1,2025-10-07 20:08:12
Тестовый Пользователь 865,1,1000865,4,2025-10-07 20:08:12
Тестовый Пользователь 866,4,1000866,3,2025-10-07 20:08:12
Тестовый Пользователь 867,5,1000867,1,2025-10-07 20:08:12
Тестовый Пользователь 868,3,1000868,3,2025-10-07 20:08:12
Тестовый Пользователь 869,2,1000869,3,2025-10-07 20:08:12
Тестовый Пользователь 870,3,1000870,1,2025-10-07 20:08:12
Тестовый Пользователь 871,1,1000871,3,2025-10-07 20:08:12
Тестовый Пользователь 872,5,1000872,2,2025-10-07 20:08:12
Тестовый Пользователь 873,5,1000873,2,2025-10-07 20:08:12
Тестовый Пользователь 874,4,1000874,3,2025-10-07 20:08:12
Тестовый Пользователь 875,1,1000875,2,2025-10-07 20:08:12
Тестовый Пользователь 876,2,1000876,1,2025-10-07 20:08:12
Тестовый Пользователь 877,1,1000877,3,2025-10-07 20:08:12
Тестовый Пользователь 878,1,1000878,4,2025-10-07 20:08:12
Тестовый Пользователь 879,2,1000879,1,2025-10-07 20:08:12
Тестовый Пользователь 880,2,1000880,4,2025-10-07 20:08:12
Тестовый Пользователь 881,3,1000881,2,2025-10-07 20:08:12
Тестовый Пользователь 882,3,1000882,3,2025-10-07 20:08:12
Тестовый Пользователь 883,1,1000883,4,2025-10-07 20:08:12
Тестовый Пользователь 884,4,1000884,1,2025-10-07 20:08:12
Тестовый Пользователь 885,3,1000885,1,2025-10-07 20:08:12
Тестовый Пользователь 886,2,1000886,4,2025-10-07 20:08:12
Тестовый Пользователь 887,1,1000887,4,2025-10-07 20:08:12
Тестовый Пользователь 888,2,1000888,3,2025-10-07 20:08:12
Тестовый Пользователь 889,1,1000889,3,2025-10-07 20:08:12
Тестовый Пользователь 890,2,1000890,1,2025-10-07 20:08:12
Тестовый Пользователь 891,3,1000891,2,2025-10-07 20:08:12
Тестовый Пользователь 892,3,1000892,1,2025-10-07 20:08:12
Тестовый Пользователь 893,5,1000893,1,2025-10-07 20:08:12
Тестовый Пользователь 894,5,1000894,2,2025-10-07 20:08:12
Тестовый Пользователь 895,2,1000895,3,2025-10-07 20:08:12
Тестовый Пользователь 896,3,1000896,1,2025-10-07 20:08:12
Тестовый Пользователь 897,2,1000897,2,2025-10-07 20:08:12
Тестовый Пользователь 898,5,1000898,4,2025-10-07 20:08:12
Тестовый Пользователь 899,5,1000899,4,2025-10-07 20:08:12
Тестовый Пользователь 900,5,1000900,1,2025-10-07 20:08:12
Тестовый Пользователь 901,1,1000901,4,2025-10-07 20:08:12
Тестовый Пользователь 902,4,1000902,3,2025-10-07 20:08:12
Тестовый Пользователь 903,2,1000903,4,2025-10-07 20:08:12
Тестовый Пользователь 904,2,1000904,2,2025-10-07 20:08:12
Тестовый Пользователь 905,1,1000905,2,2025-10-07 20:08:12
Тестовый Пользователь 906,5,1000906,4,2025-10-07 20:08:12
Тестовый Пользователь 907,4,1000907,1,2025-10-07 20:08:12
Тестовый Пользователь 908,5,1000908,4,2025-10-07 20:08:12
Тестовый Пользователь 909,1,1000909,1,2025-10-07 20:08:12
Тестовый Пользователь 910,1,1000910,1,2025-10-07 20:08:12
Тестовый Пользователь 911,1,1000911,2,2025-10-07 20:08:12
Тестовый Пользователь 912,3,1000912,2,2025-10-07 20:08:12
Тестовый Пользователь 913,3,1000913,4,2025-10-07 20:08:12
Тестовый Пользователь 914,3,1000914,3,2025-10-07 20:08:12
Тестовый Пользователь 915,2,1000915,4,2025-10-07 20:08:12
Тестовый Пользователь 916,4,1000916,4,2025-10-07 20:08:12
Тестовый Пользователь 917,5,1000917,2,2025-10-07 20:08:12
Тестовый Пользователь 918,1,1000918,2,2025-10-07 20:08:12
Тестовый Пользователь 919,4,1000919,4,2025-10-07 20:08:12
Тестовый Пользователь 920,1,1000920,3,2025-10-07 20:08:12
Тестовый Пользователь 921,3,1000921,1,2025-10-07 20:08:12
Тестовый Пользователь 922,3,1000922,2,2025-10-07 20:08:12
Тестовый Пользователь 923,1,1000923,1,2025-10-07 20:08:12
Тестовый Пользователь 924,4,1000924,4,2025-10-07 20:08:12
Тестовый Пользователь 925,5,1000925,4,2025-10-07 20:08:12
Тестовый Пользователь 926,1,1000926,2,2025-10-07 20:08:12
Тестовый Пользователь 927,5,1000927,2,2025-10-07 20:08:12
Тестовый Пользователь 928,5,1000928,1,2025-10-07 20:08:12
Тестовый Пользователь 929,4,1000929,1,2025-10-07 20:08:12
Тестовый Пользователь 930,2,1000930,2,2025-10-07 20:08:12
Тестовый Пользователь 931,3,1000931,1,2025-10-07 20:08:12
Тестовый Пользователь 932,5,1000932,3,2025-10-07 20:08:12
Тестовый Пользователь 933,3,1000933,3,2025-10-07 20:08:12
Тестовый Пользователь 934,1,1000934,2,2025-10-07 20:08:12
Тестовый Пользователь 935,4,1000935,1,2025-10-07 20:08:12
Тестовый Пользователь 936,2,1000936,2,2025-10-07 20:08:12
Тестовый Пользователь 937,3,1000937,4,2025-10-07 20:08:12
Тестовый Пользователь 938,2,1000938,3,2025-10-07 20:08:12
Тестовый Пользователь 939,4,1000939,3,2025-10-07 20:08:12
Тестовый Пользователь 940,4,1000940,1,2025-10-07 20:08:12
Тестовый Пользователь 941,5,1000941,1,2025-10-07 20:08:12
Тестовый Пользователь 942,3,1000942,3,2025-10-07 20:08:12
Тестовый Пользователь 943,4,1000943,4,2025-10-07 20:08:12
Тестовый Пользователь 944,4,1000944,1,2025-10-07 20:08:12
Тестовый Пользователь 945,4,1000945,2,2025-10-07 20:08:12
Тестовый Пользователь 946,5,1000946,3,2025-10-07 20:08:12
Тестовый Пользователь 947,2,1000947,3,2025-10-07 20:08:12
Тестовый Пользователь 948,3,1000948,2,2025-10-07 20:08:12
Тестовый Пользователь 949,2,1000949,4,2025-10-07 20:08:12
Тестовый Пользователь 950,3,1000950,1,2025-10-07 20:08:12
Тестовый Пользователь 951,3,1000951,1,2025-10-07 20:08:12
Тестовый Пользователь 952,1,1000952,3,2025-10-07 20:08:12
Тестовый Пользователь 953,1,1000953,3,2025-10-07 20:08:12
Тестовый Пользователь 954,2,1000954,1,2025-10-07 20:08:12
Тестовый Пользователь 955,3,1000955,2,2025-10-07 20:08:12
Тестовый Пользователь 956,1,1000956,2,2025-10-07 20:08:12
Тестовый Пользователь 957,2,1000957,1,2025-10-07 20:08:12
Тестовый Пользователь 958,4,1000958,3,2025-10-07 20:08:12
Тестовый Пользователь 959,4,1000959,1,2025-10-07 20:08:12
Тестовый Пользователь 960,2,1000960,2,2025-10-07 20:08:12
Тестовый Пользователь 961,3,1000961,4,2025-10-07 20:08:12
Тестовый Пользователь 962,3,1000962,4,2025-10-07 20:08:12
Тестовый Пользователь 963,5,1000963,3,2025-10-07 20:08:12
Тестовый Пользователь 964,1,1000964,1,2025-10-07 20:08:12
Тестовый Пользователь 965,1,1000965,1,2025-10-07 20:08:12
Тестовый Пользователь 966,5,1000966,1,2025-10-07 20:08:12
Тестовый Пользователь 967,5,1000967,2,2025-10-07 20:08:12
Тестовый Пользователь 968,1,1000968,1,2025-10-07 20:08:12
Тестовый Пользователь 969,2,1000969,4,2025-10-07 20:08:12
Тестовый Пользователь 970,1,1000970,1,2025-10-07 20:08:12
Тестовый Пользователь 971,1,1000971,4,2025-10-07 20:08:12
Тестовый Пользователь 972,2,1000972,4,2025-10-07 20:08:12
Тестовый Пользователь 973,5,1000973,3,2025-10-07 20:08:12
Тестовый Пользователь 974,4,1000974,1,2025-10-07 20:08:12
Тестовый Пользователь 975,5,1000975,2,2025-10-07 20:08:12
Тестовый Пользователь 976,5,1000976,3,2025-10-07 20:08:12
Тестовый Пользователь 977,1,1000977,1,2025-10-07 20:08:12
Тестовый Пользователь 978,2,1000978,3,2025-10-07 20:08:12
Тестовый Пользователь 979,5,1000979,4,2025-10-07 20:08:12
Тестовый Пользователь 980,5,1000980,4,2025-10-07 20:08:12
Тестовый Пользователь 981,4,1000981,3,2025-10-07 20:08:12
Тестовый Пользователь 982,5,1000982,3,2025-10-07 20:08:12
Тестовый Пользователь 983,1,1000983,4,2025-10-07 20:08:12
Тестовый Пользователь 984,4,1000984,3,2025-10-07 20:08:12
Тестовый Пользователь 985,1,1000985,1,2025-10-07 20:08:12
Тестовый Пользователь 986,1,1000986,1,2025-10-07 20:08:12
Тестовый Пользователь 987,4,1000987,2,2025-10-07 20:08:12
Тестовый Пользователь 988,4,1000988,4,2025-10-07 20:08:12
Тестовый Пользователь 989,4,1000989,4,2025-10-07 20:08:12
Тестовый Пользователь 990,3,1000990,1,2025-10-07 20:08:12
Тестовый Пользователь 991,3,1000991,4,2025-10-07 20:08:12
Тестовый Пользователь 992,2,1000992,1,2025-10-07 20:08:12
Тестовый Пользователь 993,4,1000993,3,2025-10-07 20:08:12
Тестовый Пользователь 994,1,1000994,2,2025-10-07 20:08:12
Тестовый Пользователь 995,1,1000995,2,2025-10-07 20:08:12
Тестовый Пользователь 996,3,1000996,1,2025-10-07 20:08:12
Тестовый Пользователь 997,3,1000997,2,2025-10-07 20:08:12
Тестовый Пользователь 998,2,1000998,3,2025-10-07 20:08:12
Тестовый Пользователь 999,4,1000999,3,2025-10-07 20:08:12

РЕЗУЛЬТАТЫ
Кандидат,Реальные голоса,Накрученные голоса,Всего голосов
1,245,0,245
2,287,0,287
3,234,0,234
4,235,0,235
